"시군구별","용도지역및이용현황별","항목","단위","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월",
"울진군","전","지가변동률[%]","%",".166",".203",".185",".227",".231",".185",".181",".141",".15",".171",".061",
"울진군","답","지가변동률[%]","%",".136",".158",".212",".198",".221",".167",".122",".148",".097",".017",".085",
"울진군","주거용(대)","지가변동률[%]","%",".171",".187",".114",".11",".17",".161",".164",".099",".011","-.119","-.01",
"울진군","상업용(대)","지가변동률[%]","%",".15",".258",".277",".215",".091",".144",".137",".074",".239",".037",".03",
"울진군","임야","지가변동률[%]","%",".132",".051",".04",".082",".208",".193",".083",".056",".101","-.003",".011",
"울진군","공장용지","지가변동률[%]","%",".104",".021",".268",".246",".212",".172",".114",".125",".081",".032",".025",
"울릉군","평균","지가변동률[%]","%",".333",".407",".346",".459",".438",".41",".362",".307",".269",".178",".074",
"울릉군","주거지역","지가변동률[%]","%",".586",".228",".323",".638",".563",".514",".081",".398",".326",".141",".005",
"울릉군","상업지역","지가변동률[%]","%",".473",".518",".532",".472",".527",".362",".627",".468",".154",".2",".05",
"울릉군","녹지지역","지가변동률[%]","%",".195",".428",".195",".159",".327",".347",".448",".161",".409",".225",".144",
"울릉군","보전관리지역","지가변동률[%]","%",".279",".296",".304",".489",".439",".105",".259",".12",".329",".131",".074",
"울릉군","계획관리지역","지가변동률[%]","%",".188",".574",".401",".584",".417",".543",".489",".359",".168",".195",".102",
"울릉군","농림지역","지가변동률[%]","%",".018",".145",".356",".058",".055",".076",".104",".031",".094",".013",".002",
"울릉군","자연환경보전지역","지가변동률[%]","%",".203",".198",".322",".029",".152",".078",".145",".029",".231",".065",".007",
"울릉군","전","지가변동률[%]","%",".159",".469",".271",".556",".718",".449",".499",".373",".42",".378",".18",
"울릉군","주거용(대)","지가변동률[%]","%",".574",".4",".471",".408",".3",".423",".218",".343",".108",".037",".008",
"울릉군","상업용(대)","지가변동률[%]","%",".543",".376",".386",".722",".383",".263",".501",".341",".483",".082",".041",
"울릉군","임야","지가변동률[%]","%",".077",".2",".326",".126",".051",".044",".069",".035",".068",".036",".002",
"경상남도","평균","지가변동률[%]","%",".157",".194",".2",".211",".205",".189",".167",".135",".087",".039",".01",
"경상남도","주거지역","지가변동률[%]","%",".162",".196",".2",".21",".217",".176",".099",".026","-.059","-.108","-.095",
"경상남도","상업지역","지가변동률[%]","%",".143",".164",".165",".197",".18",".139",".128",".09",".014","-.092","-.07",
"경상남도","공업지역","지가변동률[%]","%",".156",".201",".228",".255",".248",".29",".313",".311",".259",".227",".113",
"경상남도","녹지지역","지가변동률[%]","%",".162",".201",".204",".218",".2",".184",".208",".182",".212",".174",".12",
"경상남도","보전관리지역","지가변동률[%]","%",".13",".16",".122",".136",".149",".127",".118",".145",".123",".118",".034",
"경상남도","생산관리지역","지가변동률[%]","%",".164",".207",".177",".172",".164",".161",".205",".179",".16",".12",".067",
"경상남도","계획관리지역","지가변동률[%]","%",".173",".235",".233",".244",".218",".215",".225",".225",".18",".131",".095",
"경상남도","농림지역","지가변동률[%]","%",".123",".145",".138",".125",".121",".109",".068",".065",".067",".033","0",
"경상남도","자연환경보전지역","지가변동률[%]","%",".097",".142",".2",".133",".138",".135",".236",".209",".13",".138",".077",
"경상남도","전","지가변동률[%]","%",".174",".217",".203",".23",".194",".209",".231",".248",".282",".228",".112",
"경상남도","답","지가변동률[%]","%",".149",".213",".197",".2",".185",".188",".175",".17",".161",".127",".071",
"경상남도","주거용(대)","지가변동률[%]","%",".164",".181",".191",".194",".2",".176",".082","-.006","-.08","-.163","-.127",
"경상남도","상업용(대)","지가변동률[%]","%",".141",".171",".208",".229",".184",".153",".14",".126",".037","-.053","-.042",
"경상남도","임야","지가변동률[%]","%",".106",".133",".126",".11",".168",".101",".139",".113",".098",".092",".035",
"경상남도","공장용지","지가변동률[%]","%",".132",".203",".244",".266",".192",".313",".387",".347",".313",".336",".235",
"경상남도","기타","지가변동률[%]","%",".019",".018",".018",".322",".08",".073",".026",".145","0","","",
"창원시","평균","지가변동률[%]","%",".171",".214",".212",".223",".228",".22",".203",".156",".091",".05","-.033",
"창원시","주거지역","지가변동률[%]","%",".156",".205",".208",".2",".218",".175",".029","-.11","-.223","-.204","-.187",
"창원시","상업지역","지가변동률[%]","%",".132",".168",".161",".16",".167",".099",".114",".058","-.027","-.076","-.114",
"창원시","공업지역","지가변동률[%]","%",".189",".262",".272",".309",".286",".384",".488",".49",".412",".356",".137",
"창원시","녹지지역","지가변동률[%]","%",".201",".212",".174",".214",".244",".184",".299",".358",".492",".388",".32",
"창원시","보전관리지역","지가변동률[%]","%",".12",".189",".09",".142",".088",".083","-.003",".699",".37",".233","-.219",
"창원시","생산관리지역","지가변동률[%]","%",".123",".31",".184",".194",".229",".112",".548",".369",".39",".186","-.039",
"창원시","계획관리지역","지가변동률[%]","%",".332",".377",".321",".281",".314",".259",".448",".526",".485",".375",".047",
"창원시","농림지역","지가변동률[%]","%",".069","-.071","-.001","-.003","-.025",".008","-.23","-.103","-.18","-.304","-.491",
"창원시","자연환경보전지역","지가변동률[%]","%",".221",".266",".318",".281",".272",".149",".108",".071","-.022",".09","-.019",
"창원시","전","지가변동률[%]","%",".202",".255",".192",".271",".158",".197",".22",".476",".619",".356",".151",
"창원시","답","지가변동률[%]","%",".204",".134",".159",".117",".169",".142",".115",".176",".117",".12","-.011",
"창원시","주거용(대)","지가변동률[%]","%",".15",".205",".163",".173",".215",".17",".033","-.141","-.226","-.241","-.237",
"창원시","상업용(대)","지가변동률[%]","%",".128",".145",".189",".201",".193",".129",".128",".107",".003","-.042","-.057",
"창원시","임야","지가변동률[%]","%",".157",".215",".172",".194",".369",".163",".292",".188",".123",".173",".071",
"창원시","공장용지","지가변동률[%]","%",".149",".252",".275",".323",".212",".424",".553",".596",".51",".488",".248",
"의창구","평균","지가변동률[%]","%",".17",".215",".213",".232",".234",".17",".184",".152",".08",".028","-.062",
"의창구","주거지역","지가변동률[%]","%",".167",".218",".206",".231",".236",".142","-.108","-.153","-.292","-.194","-.198",
"의창구","상업지역","지가변동률[%]","%",".131",".157",".116",".128",".181",".056",".127",".113","-.031","-.113","-.078",
"의창구","공업지역","지가변동률[%]","%",".249",".499",".651",".741",".595",".703","1.424",".984",".62",".584",".047",
"의창구","녹지지역","지가변동률[%]","%",".142",".221",".185",".167",".22",".123",".45",".431",".814",".609",".745",
"의창구","보전관리지역","지가변동률[%]","%",".111",".199",".049",".115",".063",".055","-.05",".886",".468",".284","-.239",
"의창구","생산관리지역","지가변동률[%]","%",".103",".335",".158",".165",".201",".043",".703",".444",".489",".186","-.039",
"의창구","계획관리지역","지가변동률[%]","%",".458",".472",".27",".252",".387",".174",".74",".921",".864",".475",".046",
"의창구","농림지역","지가변동률[%]","%",".067","-.102","-.021","-.02","-.053","-.007","-.3","-.139","-.223","-.354","-.567",
"의창구","전","지가변동률[%]","%",".207",".262",".118",".284",".161",".11",".164",".536",".896",".351",".161",
"의창구","답","지가변동률[%]","%",".134",".072",".089",".025",".111",".057","-.007",".062",".017","-.047","-.023",
"의창구","주거용(대)","지가변동률[%]","%",".161",".213",".187",".213",".237",".139","-.069","-.196","-.19","-.202","-.263",
"의창구","상업용(대)","지가변동률[%]","%",".098",".09",".114",".176",".118",".077",".148",".2","-.001","-.03","-.029",
"의창구","임야","지가변동률[%]","%",".083",".112",".037",".032",".073",".042",".684",".301",".127",".316",".027",
"의창구","공장용지","지가변동률[%]","%",".392",".475",".621",".79",".655",".729","1.495",".928",".607",".562",".062",
"성산구","평균","지가변동률[%]","%",".195",".231",".206",".22",".233",".248",".185",".153",".088",".035","-.036",
"성산구","주거지역","지가변동률[%]","%",".209",".224",".203",".198",".234",".133","-.108","-.247","-.285","-.266","-.188",
"성산구","상업지역","지가변동률[%]","%",".152",".19",".138",".167",".145",".057",".026",".03","-.125","-.105","-.189",
"성산구","공업지역","지가변동률[%]","%",".203",".243",".225",".248",".241",".371",".419",".435",".371",".273",".087",
"성산구","녹지지역","지가변동률[%]","%",".067",".223",".167",".163",".29",".18",".235",".448",".302",".139",".137",
"성산구","전","지가변동률[%]","%",".079",".403",".506",".26",".071",".579",".319",".962",".55",".436",".394",
"성산구","답","지가변동률[%]","%","0",".081",".198",".174",".285",".019",".363",".603",".456","","",
"성산구","주거용(대)","지가변동률[%]","%",".154",".245",".147",".193",".269",".12","-.11","-.263","-.32","-.288","-.248",
"성산구","상업용(대)","지가변동률[%]","%",".23",".16",".181",".188",".246",".113",".045","0","-.079","-.147","-.081",
"성산구","임야","지가변동률[%]","%",".088",".178",".107",".026",".352",".12",".016",".11",".199",".004",".019",
"성산구","공장용지","지가변동률[%]","%",".269",".237",".231",".234",".123",".439",".458",".555",".51",".385",".211",
"마산합포구","평균","지가변동률[%]","%",".181",".202",".2",".228",".215",".213",".201",".12",".082",".062","-.007",
"마산합포구","주거지역","지가변동률[%]","%",".162",".185",".177",".181",".164",".214",".166","-.118","-.122","-.105","-.115",
"마산합포구","상업지역","지가변동률[%]","%",".235",".191",".213",".168",".167",".133",".191",".033","-.025","-.106","-.094",
"마산합포구","공업지역","지가변동률[%]","%",".026",".112",".124",".411",".402",".326",".266",".883",".699",".589",".478",
"마산합포구","녹지지역","지가변동률[%]","%",".213",".226",".176",".235",".197",".182",".238",".22",".217",".25",".056",
"마산합포구","보전관리지역","지가변동률[%]","%",".143",".178",".225",".255",".18",".188",".166",".138",".075",".071","-.152",
"마산합포구","생산관리지역","지가변동률[%]","%",".162",".257",".24",".252",".286",".252",".231",".214",".187",".186","-.038",
"마산합포구","계획관리지역","지가변동률[%]","%",".311",".375",".377",".37",".343",".337",".299",".315",".278",".282",".045",
"마산합포구","농림지역","지가변동률[%]","%",".082",".078",".082",".07",".104",".072",".101",".056",".02","-.038","-.094",
"마산합포구","자연환경보전지역","지가변동률[%]","%",".221",".266",".318",".281",".272",".149",".108",".071","-.022",".09","-.019",
"마산합포구","전","지가변동률[%]","%",".259",".301",".267",".267",".241",".25",".251",".306",".264",".221",".008",
"마산합포구","답","지가변동률[%]","%",".252",".287",".27",".265",".255",".288",".253",".306",".207",".348","-.055",
"마산합포구","주거용(대)","지가변동률[%]","%",".179",".176",".152",".157",".159",".214",".148","-.166","-.131","-.157","-.105",
"마산합포구","상업용(대)","지가변동률[%]","%",".2",".2",".247",".255",".211",".155",".162",".08",".012",".027","-.041",
"마산합포구","임야","지가변동률[%]","%",".078",".148",".153",".135",".119",".07",".197",".076",".024",".088",".001",
"마산합포구","공장용지","지가변동률[%]","%",".187",".253",".188",".606",".544",".21",".432",".787",".409",".594",".337",
"마산회원구","평균","지가변동률[%]","%",".12",".207",".203",".21",".188",".209",".199",".154",".086",".052","-.003",
"마산회원구","주거지역","지가변동률[%]","%",".139",".205",".162",".226",".168",".214",".197",".085","-.093","-.233","-.133",
"마산회원구","상업지역","지가변동률[%]","%","0",".117",".143",".227",".175",".091",".155",".075",".056","-.023","-.127",
"마산회원구","공업지역","지가변동률[%]","%",".164",".359",".399",".247",".301",".336",".282",".346",".502",".659",".385",
"마산회원구","녹지지역","지가변동률[%]","%",".127",".085",".088",".083",".126",".098",".104",".183",".119",".281",".049",
"마산회원구","보전관리지역","지가변동률[%]","%",".208",".026",".132",".069",".068",".026",".026",".032","-.026","-.056","-.112",
"마산회원구","계획관리지역","지가변동률[%]","%",".087",".15",".259",".061",".036",".213",".199",".217",".202",".402",".055",
"마산회원구","농림지역","지가변동률[%]","%","0","0",".189",".237",".237",".048",".048",".095",".048","-.037","-.037",
"마산회원구","전","지가변동률[%]","%",".021",".075",".174",".173",".013",".068",".158",".152",".26",".344",".058",
"마산회원구","답","지가변동률[%]","%",".584",".068",".125",".148",".115",".191",".346",".258",".18",".435","-.022",
"마산회원구","주거용(대)","지가변동률[%]","%",".117",".241",".161",".19",".127",".196",".168","-.01","-.14","-.28","-.155",
"마산회원구","상업용(대)","지가변동률[%]","%","0",".147",".119",".214",".197",".186",".217",".187",".041","-.035","-.081",
"마산회원구","임야","지가변동률[%]","%",".142",".093",".238",".152",".225",".143",".059",".286",".047",".103",".028",
"마산회원구","공장용지","지가변동률[%]","%",".155",".414",".289",".277",".284",".36",".314",".369",".425",".78",".508",
"진해구","평균","지가변동률[%]","%",".151",".181",".213",".21",".235",".211",".186",".14",".092",".059","-.024",
"진해구","주거지역","지가변동률[%]","%",".076",".184",".268",".157",".249",".217",".179",".006","-.212","-.191","-.262",
"진해구","상업지역","지가변동률[%]","%",".079",".167",".182",".109",".172",".17",".071",".059",".04","-.013","-.057",
"진해구","공업지역","지가변동률[%]","%",".135",".134",".155",".231",".158",".156",".158",".163",".212",".187",".132",
"진해구","녹지지역","지가변동률[%]","%",".336",".232",".192",".318",".325",".281",".27",".39",".521",".361",".214",
"진해구","전","지가변동률[%]","%",".348",".232",".152",".331",".219",".308",".373",".473",".496",".521",".272",
"진해구","답","지가변동률[%]","%",".48",".08",".323",".264",".315",".308",".371",".433",".495",".481",".248",
"진해구","주거용(대)","지가변동률[%]","%",".136",".148",".166",".111",".216",".211",".148","-.002","-.267","-.263","-.325",
"진해구","상업용(대)","지가변동률[%]","%",".052",".137",".304",".187",".191",".142",".105",".093",".087","-.002","-.06",
"진해구","임야","지가변동률[%]","%",".388",".477",".351",".562","1.065",".443",".29",".229",".228",".235",".224",
"진해구","공장용지","지가변동률[%]","%","-.701",".025",".215",".236",".047",".201",".348",".527",".522",".766",".474",
"진주시","평균","지가변동률[%]","%",".143",".18",".211",".247",".207",".178",".157",".136",".093",".041",".02",
"진주시","주거지역","지가변동률[%]","%",".159",".173",".206",".245",".224",".181",".172",".141",".063",".018",".001",
"진주시","상업지역","지가변동률[%]","%",".148",".183",".163",".301",".247",".177",".147",".137",".128",".033","-.012",
"진주시","공업지역","지가변동률[%]","%",".094",".157",".123",".089",".129",".095",".081",".109",".065",".013",".001",
"진주시","녹지지역","지가변동률[%]","%",".159",".227",".327",".333",".196",".216",".181",".15",".141",".087",".078",
"진주시","보전관리지역","지가변동률[%]","%",".052",".122",".084",".071",".163",".175",".078",".099",".095",".11",".038",
"진주시","생산관리지역","지가변동률[%]","%",".118",".153",".151",".132",".19",".166",".102",".102",".092",".133",".033",
"진주시","계획관리지역","지가변동률[%]","%",".084",".122",".148",".138",".18",".172",".131",".139",".114",".056",".031",
"진주시","농림지역","지가변동률[%]","%",".063",".147",".075",".153",".167",".105",".097",".085",".085",".058",".026",
"진주시","자연환경보전지역","지가변동률[%]","%","0",".132","0","0",".023",".131",".012",".006","0",".034","-.01",
"진주시","전","지가변동률[%]","%",".093",".234",".195",".235",".153",".191",".195",".155",".17",".131",".096",
"진주시","답","지가변동률[%]","%",".139",".161",".205",".24",".217",".208",".175",".151",".146",".107",".083",
"진주시","주거용(대)","지가변동률[%]","%",".199",".162",".187",".239",".193",".223",".159",".135",".061","-.013","-.022",
"진주시","상업용(대)","지가변동률[%]","%",".12",".184",".484",".489",".224",".187",".162",".136",".101",".109",".04",
"진주시","임야","지가변동률[%]","%",".041",".065",".097",".064",".092",".042",".074",".06",".065",".095",".032",
"진주시","공장용지","지가변동률[%]","%",".092",".192",".15",".08",".202",".136",".099",".116",".083","-.02","-.009",
"통영시","평균","지가변동률[%]","%",".161",".165",".153",".154",".15",".151",".141",".125",".07",".064",".023",
"통영시","주거지역","지가변동률[%]","%",".148",".125",".156",".167",".124",".174",".104",".083","-.002","-.025","-.004",
"통영시","상업지역","지가변동률[%]","%",".133",".1",".073",".057",".061",".184",".169",".179",".082","-.022","-.008",
"통영시","공업지역","지가변동률[%]","%",".105",".202",".119",".136",".093","0","0","0",".065",".211",".014",
"통영시","녹지지역","지가변동률[%]","%",".191",".273",".162",".124",".264",".184",".23",".194",".17",".142",".084",
"통영시","보전관리지역","지가변동률[%]","%",".508",".357",".159",".131",".082",".235",".148",".289",".101",".199",".038",
"통영시","생산관리지역","지가변동률[%]","%",".373",".206",".188",".137",".151",".125",".195",".258",".155",".131",".032",
"통영시","계획관리지역","지가변동률[%]","%",".193",".214",".27",".37",".312",".13",".252",".135",".159",".181",".063",
"통영시","농림지역","지가변동률[%]","%",".274",".135",".273",".107",".152",".117",".153",".451",".166",".148",".037",
"통영시","자연환경보전지역","지가변동률[%]","%",".098",".097",".14",".141",".103",".166",".196",".079",".069",".129",".052",
"통영시","전","지가변동률[%]","%",".37",".287",".25",".237",".272",".163",".221",".213",".286",".261",".092",
"통영시","답","지가변동률[%]","%",".234",".163",".139",".136",".248",".21",".234",".165",".195",".254",".073",
"통영시","주거용(대)","지가변동률[%]","%",".135",".095",".177",".207",".13",".172","-.036","-.006","-.125","-.096","-.041",
"통영시","상업용(대)","지가변동률[%]","%",".166",".119",".071",".078",".074",".183",".202",".309",".164","-.003","-.011",
"통영시","임야","지가변동률[%]","%",".105",".167",".147",".112",".119",".149",".36",".311",".2",".181",".074",
"통영시","공장용지","지가변동률[%]","%",".003",".044",".104",".106",".002",".204","1.251",".201",".004",".265",".008",
"사천시","평균","지가변동률[%]","%",".149",".255",".2",".209",".155",".196",".119",".105",".112",".069",".07",
"사천시","주거지역","지가변동률[%]","%",".141",".281",".22",".226",".16",".213",".107",".061",".135",".071",".068",
"사천시","상업지역","지가변동률[%]","%",".129",".229",".031",".262",".134",".146",".111","0",".091",".031","-.003",
"사천시","공업지역","지가변동률[%]","%",".049",".116","0","0",".006",".104",".012","0",".04",".007",".023",
"사천시","녹지지역","지가변동률[%]","%",".25",".241",".253",".225",".166",".239",".131",".147",".11",".096",".094",
"사천시","보전관리지역","지가변동률[%]","%",".179",".261",".247",".219",".219",".188",".144",".102",".104",".102",".099",
"사천시","생산관리지역","지가변동률[%]","%",".151",".308",".249",".213",".148",".203",".187",".129",".095",".087",".102",
"사천시","계획관리지역","지가변동률[%]","%",".113",".299",".279",".279",".226",".235",".156",".227",".143",".126",".114",
"사천시","농림지역","지가변동률[%]","%",".193",".281",".249",".228",".174",".183",".161",".132",".109",".023",".052",
"사천시","자연환경보전지역","지가변동률[%]","%",".056",".172",".084",".097",".146","0",".091",".011",".019",".011","-.006",
"사천시","전","지가변동률[%]","%",".196",".264",".289",".259",".23",".276",".238",".236",".133",".214",".15",
"사천시","답","지가변동률[%]","%",".229",".34",".292",".314",".178",".211",".182",".133",".165",".11",".094",
"사천시","주거용(대)","지가변동률[%]","%",".125",".28",".219",".197",".12",".181",".044",".096",".067","-.05","-.006",
"사천시","상업용(대)","지가변동률[%]","%",".117",".163",".101",".24",".123",".189",".107",".028",".104",".039",".024",
"사천시","임야","지가변동률[%]","%",".175",".259",".19",".114",".164",".151",".103",".088",".106",".036",".069",
"사천시","공장용지","지가변동률[%]","%",".045",".092",".001",".105",".027",".08",".03",".042",".044",".004",".025",
"김해시","평균","지가변동률[%]","%",".21",".201",".24",".263",".253",".235",".216",".191",".139",".055",".064",
"김해시","주거지역","지가변동률[%]","%",".199",".208",".235",".253",".264",".203",".2",".181",".085","-.07",".029",
"김해시","상업지역","지가변동률[%]","%",".255",".179",".225",".239",".258",".225",".191",".218",".156","-.049",".028",
"김해시","공업지역","지가변동률[%]","%",".226",".194",".282",".321",".345",".322",".226",".273",".278",".288",".238",
"김해시","녹지지역","지가변동률[%]","%",".195",".198",".223",".235",".222",".206",".229",".16",".15",".156","-.007",
"김해시","보전관리지역","지가변동률[%]","%",".101",".091",".131",".225",".226",".176",".114",".176",".11",".209",".001",
"김해시","생산관리지역","지가변동률[%]","%",".146",".138",".188",".255",".115",".214",".22",".159",".139",".125",".006",
"김해시","계획관리지역","지가변동률[%]","%",".228",".218",".26",".295",".226",".303",".256",".217",".146",".125",".153",
"김해시","농림지역","지가변동률[%]","%",".203",".147",".176",".21",".055",".14",".163",".002",".087",".055","-.019",
"김해시","전","지가변동률[%]","%",".205",".193",".216",".293",".221",".278",".298",".261",".257",".234",".034",
"김해시","답","지가변동률[%]","%",".187",".219",".231",".278",".136",".248",".25",".22",".182",".182","-.006",
"김해시","주거용(대)","지가변동률[%]","%",".22",".177",".25",".254",".272",".218",".164",".104",".016","-.259","-.001",
"김해시","상업용(대)","지가변동률[%]","%",".208",".214",".213",".222",".207",".236",".201",".248",".149","-.072","-.017",
"김해시","임야","지가변동률[%]","%",".131",".096",".125",".104",".223",".112",".139",".101",".121",".146","-.038",
"김해시","공장용지","지가변동률[%]","%",".194",".257",".318",".281",".234",".337",".351",".243",".291",".482",".435",
"김해시","기타","지가변동률[%]","%",".035",".035",".035",".625",".158",".034","0",".176","0","","",
"밀양시","평균","지가변동률[%]","%",".102",".153",".131",".146",".149",".12",".119",".118",".117",".086",".037",
"밀양시","주거지역","지가변동률[%]","%",".181",".06",".12",".162",".181",".088",".116",".077",".004","-.056","-.155",
"밀양시","상업지역","지가변동률[%]","%",".107",".243",".091",".102",".079",".045",".167",".169",".129",".052",".033",
"밀양시","공업지역","지가변동률[%]","%","0",".095",".138",".028",".119",".149","0",".017",".088",".187","0",
"밀양시","녹지지역","지가변동률[%]","%",".049",".069",".039",".093",".067",".108",".123",".093",".16",".107",".114",
"밀양시","보전관리지역","지가변동률[%]","%",".08",".153",".069",".102",".093",".075",".158",".082",".065",".171",".035",
"밀양시","생산관리지역","지가변동률[%]","%",".093",".194",".135",".102",".078",".087",".169",".189",".041",".205",".1",
"밀양시","계획관리지역","지가변동률[%]","%",".102",".201",".173",".208",".175",".161",".197",".176",".15",".078",".045",
"밀양시","농림지역","지가변동률[%]","%",".087",".162",".129",".118",".15",".11",".032",".086",".152",".128",".114",
"밀양시","자연환경보전지역","지가변동률[%]","%","0",".324",".058",".1",".252",".284","0","0",".304",".38",".04",
"밀양시","전","지가변동률[%]","%",".098",".191",".147",".161",".164",".172",".196",".144",".19",".215",".13",
"밀양시","답","지가변동률[%]","%",".052",".187",".134",".161",".172",".11",".072",".152",".195",".169",".114",
"밀양시","주거용(대)","지가변동률[%]","%",".137",".177",".148",".133",".144",".121",".127",".114","-.07","-.125","-.152",
"밀양시","상업용(대)","지가변동률[%]","%",".224",".089",".07",".198",".147",".02",".111",".116",".228",".065","-.024",
"밀양시","임야","지가변동률[%]","%",".095",".073",".1",".083",".059",".057",".081",".04",".084",".136",".001",
"밀양시","공장용지","지가변동률[%]","%","0",".089",".136",".07",".029",".051",".069","0",".091",".12","0",
"거제시","평균","지가변동률[%]","%",".052",".152",".154",".151",".15",".112",".082",".012","-.052","-.116","-.113",
"거제시","주거지역","지가변동률[%]","%",".015",".054",".035",".067",".061",".021","-.162","-.205","-.302","-.29","-.472",
"거제시","상업지역","지가변동률[%]","%",".016",".051",".101",".057",".119",".023","-.044","-.15","-.507","-.666","-.411",
"거제시","공업지역","지가변동률[%]","%",".009",".029",".149",".116",".205",".013",".013","-.157","-.181",".007","-.042",
"거제시","녹지지역","지가변동률[%]","%",".069",".215",".308",".194",".149",".128",".118","-.111",".044",".023",".153",
"거제시","보전관리지역","지가변동률[%]","%",".14",".296",".16",".16",".201",".219",".166",".174",".359",".195",".134",
"거제시","생산관리지역","지가변동률[%]","%",".099",".322",".129",".223",".256",".236",".291",".294",".366",".109",".184",
"거제시","계획관리지역","지가변동률[%]","%",".084",".288",".203",".275",".242",".258",".359",".361",".254",".097",".161",
"거제시","농림지역","지가변동률[%]","%",".125",".189",".317",".167",".122",".083",".019","-.225",".094","-.073",".166",
"거제시","자연환경보전지역","지가변동률[%]","%",".101",".172",".329",".135",".163",".181",".48",".498",".285",".233",".197",
"거제시","전","지가변동률[%]","%",".132",".229",".272",".277",".275",".245",".503",".325",".393",".358",".181",
"거제시","답","지가변동률[%]","%",".08",".322",".266",".291",".226",".323",".372",".318",".327","-.027",".162",
"거제시","주거용(대)","지가변동률[%]","%",".032",".112",".101",".033",".068",".004","-.164","-.202","-.217","-.201","-.329",
"거제시","상업용(대)","지가변동률[%]","%",".021",".053",".029",".05",".135",".013","-.011","-.044","-.475","-.542","-.349",
"거제시","임야","지가변동률[%]","%",".118",".179",".241",".138",".189",".077",".141",".107",".177",".055",".085",
"거제시","공장용지","지가변동률[%]","%","-.004",".035",".189",".077",".003",".023",".012",".195",".009",".057",".023",
"양산시","평균","지가변동률[%]","%",".142",".193",".198",".22",".218",".184",".151",".111",".049","-.01","-.002",
"양산시","주거지역","지가변동률[%]","%",".201",".259",".25",".242",".287",".225",".164",".113",".041","-.046","-.034",
"양산시","상업지역","지가변동률[%]","%",".146",".213",".242",".336",".193",".168",".134",".096",".062","-.06",".004",
"양산시","공업지역","지가변동률[%]","%",".107",".113",".162",".192",".168",".146",".169",".134",".051",".028",".038",
"양산시","녹지지역","지가변동률[%]","%",".055",".123",".106",".159",".133",".153",".122",".086",".058",".037",".028",
"양산시","보전관리지역","지가변동률[%]","%","0",".076","0",".105",".204",".136",".149",".107",".027",".167",".073",
"양산시","생산관리지역","지가변동률[%]","%",".046",".045",".142",".14",".036",".137",".118",".126",".054",".192",".034",
"양산시","계획관리지역","지가변동률[%]","%",".034","0",".085","0",".255",".13",".134",".102",".043",".22",".096",
"양산시","농림지역","지가변동률[%]","%","0",".222",".068","0","0",".108",".06",".46",".027",".166",".016",
"양산시","자연환경보전지역","지가변동률[%]","%","0",".04","0",".03","0","0",".079","0",".041",".04",".025",
"양산시","전","지가변동률[%]","%",".071",".136",".136",".152",".178",".189",".117",".12",".033",".077",".02",
"양산시","답","지가변동률[%]","%",".085",".211",".173",".19",".224",".244",".107",".027",".083",".072",".028",
"양산시","주거용(대)","지가변동률[%]","%",".22",".198",".271",".271",".245",".25",".19",".096",".046","-.053","-.044",
"양산시","상업용(대)","지가변동률[%]","%",".172",".298",".193",".289",".225",".168",".131",".077",".048","-.047",".002",
"양산시","임야","지가변동률[%]","%",".013",".073",".024",".044",".056",".049",".091",".11",".048",".04",".029",
"양산시","공장용지","지가변동률[%]","%",".112",".101",".16",".239",".192",".127",".17",".122",".053",".032",".05",
"양산시","기타","지가변동률[%]","%","0","0","0","0","0",".111",".055",".111","0","","",
"의령군","평균","지가변동률[%]","%",".123",".168",".12",".119",".157",".133",".138",".116",".081",".056",".015",
"의령군","주거지역","지가변동률[%]","%",".052",".44",".005",".072",".18",".181",".132",".024",".002","-.048","-.084",
"의령군","상업지역","지가변동률[%]","%","0",".386","-.006","-.007","0",".295",".259",".133",".006","-.04","-.055",
"의령군","공업지역","지가변동률[%]","%","0",".231","0",".002",".128",".247",".212",".254",".25",".178",".058",
"의령군","녹지지역","지가변동률[%]","%",".089",".291",".12",".175",".197",".096",".088",".135",".114",".029",".026",
"의령군","보전관리지역","지가변동률[%]","%",".048",".026",".089",".153",".099",".163",".117",".056",".059",".058",".021",
"의령군","생산관리지역","지가변동률[%]","%",".232",".048",".168",".105",".116",".072",".112",".077",".068",".065",".025",
"의령군","계획관리지역","지가변동률[%]","%",".162",".144",".225",".137",".17",".189",".136",".137",".097",".073",".039",
"의령군","농림지역","지가변동률[%]","%",".147",".068",".096",".139",".175",".039",".133",".135",".092",".083",".031",
"의령군","자연환경보전지역","지가변동률[%]","%","0",".181","0",".102","0",".073","0",".101",".035",".02","-.068",
"의령군","전","지가변동률[%]","%",".129",".105",".185",".205",".117",".115",".166",".133",".121",".118",".036",
"의령군","답","지가변동률[%]","%",".192",".182",".181",".202",".191",".078",".133",".202",".153",".128",".073",
"의령군","주거용(대)","지가변동률[%]","%",".086",".265",".089",".029",".208",".317",".117",".031",".001","-.064","-.149",
"의령군","상업용(대)","지가변동률[%]","%",".02",".458","-.009","-.003",".002",".296",".253",".129",".001","-.038","-.052",
"의령군","임야","지가변동률[%]","%",".141","-.058","-.02",".009",".157",".021",".082",".049",".041",".003",".029",
"의령군","공장용지","지가변동률[%]","%","0",".198","0","-.007",".108",".29",".189",".226",".229",".283",".081",
